date,temperature_high,temperature_low,weather,wind,air_quality,
2020-01-01 周三,9°,1°,晴,西南风2级,53 良,
2020-01-02 周四,8°,-2°,多云~阴,西南风2级,55 良,
2020-01-03 周五,9°,0°,多云~阴,东南风1级,52 良,
2020-01-04 周六,9°,1°,阴,东南风1级,52 良,
2020-01-05 周日,6°,1°,阴~小雨,东南风1级,53 良,
2020-01-06 周一,5°,-6°,阴~多云,东北风1级,39 优,
2020-01-07 周二,9°,0°,多云,西南风2级,38 优,
2020-01-08 周三,8°,0°,多云~阴,东南风1级,43 优,
2020-01-09 周四,5°,-3°,阴~小雨,东南风1级,38 优,
2020-01-10 周五,5°,-3°,阴~晴,东南风2级,31 优,
2020-01-11 周六,9°,-3°,晴,西南风2级,33 优,
2020-01-12 周日,8°,-2°,阴~多云,西北风3级,44 优,
2020-01-13 周一,6°,0°,阴~多云,西南风2级,45 优,
2020-01-14 周二,6°,0°,阴,东南风1级,47 优,
2020-01-15 周三,4°,0°,阴~多云,东南风1级,36 优,
2020-01-16 周四,9°,0°,阴~多云,西南风1级,35 优,
2020-01-17 周五,4°,0°,阴,东南风1级,43 优,
2020-01-18 周六,6°,0°,阴~小雨,东北风2级,47 优,
2020-01-19 周日,6°,-1°,阴~小雨,东南风1级,37 优,
2020-01-20 周一,6°,-1°,阴~多云,东南风1级,42 优,
2020-01-21 周二,10°,-2°,多云~晴,西南风2级,48 优,
2020-01-22 周三,11°,0°,多云~阴,西南风2级,48 优,
2020-01-23 周四,6°,1°,阴~小雨,东南风1级,58 良,
2020-01-24 周五,8°,-1°,阴~多云,东北风2级,39 优,
2020-01-25 周六,8°,0°,阴,西南风1级,43 优,
2020-01-26 周日,7°,0°,阴~多云,东南风1级,34 优,
2020-01-27 周一,6°,-2°,阴~多云,东南风1级,29 优,
2020-01-28 周二,8°,-3°,阴~晴,东南风1级,31 优,
2020-01-29 周三,12°,-5°,晴,西南风1级,33 优,
2020-01-30 周四,12°,0°,多云~阴,东南风1级,35 优,
2020-01-31 周五,8°,1°,阴~小雨,东南风1级,36 优,
2019-12-01 周日,5°,-3°,阴,东北风1级,22 优,
2019-12-02 周一,6°,-3°,阴,东南风1级,27 优,
2019-12-03 周二,7°,-1°,阴,东南风1级,33 优,
2019-12-04 周三,7°,-2°,阴,东南风1级,39 优,
2019-12-05 周四,8°,-4°,阴~多云,西南风1级,41 优,
2019-12-06 周五,8°,-4°,晴,西南风1级,42 优,
2019-12-07 周六,10°,-2°,多云~阴,西南风1级,50 优,
2019-12-08 周日,10°,-1°,阴~晴,西北风1级,48 优,
2019-12-09 周一,11°,-2°,多云~阴,西南风1级,50 优,
2019-12-10 周二,10°,-2°,晴,西南风1级,54 良,
2019-12-11 周三,10°,-2°,阴,东南风1级,54 良,
2019-12-12 周四,10°,0°,阴~多云,西南风1级,59 良,
2019-12-13 周五,11°,1°,阴,东南风1级,59 良,
2019-12-14 周六,12°,2°,阴,东南风1级,59 良,
2019-12-15 周日,13°,3°,多云~阴,西南风2级,50 优,
2019-12-16 周一,10°,2°,阴,东南风1级,41 优,
2019-12-17 周二,7°,-2°,小雨~雨夹雪,东南风2级,29 优,
2019-12-18 周三,7°,-2°,阴,西南风1级,23 优,
2019-12-19 周四,7°,-3°,阴~多云,西北风2级,28 优,
2019-12-20 周五,7°,-5°,阴,西南风1级,34 优,
2019-12-21 周六,9°,-2°,阴~多云,西北风1级,38 优,
2019-12-22 周日,11°,-3°,多云~阴,西南风1级,42 优,
2019-12-23 周一,12°,0°,晴,西北风2级,49 优,
2019-12-24 周二,10°,0°,多云~阴,西南风1级,53 良,
2019-12-25 周三,7°,-2°,阴,东北风1级,44 优,
2019-12-26 周四,6°,-3°,阴,东南风1级,23 优,
2019-12-27 周五,8°,-2°,多云~晴,东南风1级,33 优,
2019-12-28 周六,9°,-2°,晴,西北风2级,41 优,
2019-12-29 周日,10°,-1°,晴,西南风2级,49 优,
2019-12-30 周一,9°,0°,晴,东南风2级,48 优,
2019-12-31 周二,9°,0°,多云~晴,东南风1级,53 良,
2019-11-01 周五,15°,8°,小雨~多云,东南风1级,18 优,
2019-11-02 周六,16°,8°,晴~多云,西南风1级,21 优,
2019-11-03 周日,18°,9°,晴~小雨,东南风1级,25 优,
2019-11-04 周一,15°,8°,小雨,东南风1级,27 优,
2019-11-05 周二,13°,8°,小雨,东南风2级,24 优,
2019-11-06 周三,10°,6°,小雨,东北风1级,23 优,
2019-11-07 周四,15°,8°,多云~阴,东南风1级,27 优,
2019-11-08 周五,15°,9°,多云~小雨,东南风1级,32 优,
2019-11-09 周六,15°,8°,小雨,东南风1级,32 优,
2019-11-10 周日,16°,7°,多云~阴,东南风2级,27 优,
2019-11-11 周一,19°,9°,阴~小雨,东南风1级,33 优,
2019-11-12 周二,12°,4°,小雨,东南风1级,29 优,
2019-11-13 周三,13°,3°,多云~晴,西北风1级,21 优,
2019-11-14 周四,20°,5°,晴~多云,西南风1级,26 优,
2019-11-15 周五,21°,7°,晴~多云,西南风2级,28 优,
2019-11-16 周六,19°,6°,多云~小雨,西南风2级,37 优,
2019-11-17 周日,10°,1°,阴~多云,东南风1级,39 优,
2019-11-18 周一,11°,3°,晴~多云,东南风1级,30 优,
2019-11-19 周二,12°,3°,小雨,东南风1级,33 优,
2019-11-20 周三,11°,3°,阴~多云,东南风1级,32 优,
2019-11-21 周四,15°,4°,阴~多云,西南风2级,34 优,
2019-11-22 周五,18°,5°,阴,西南风2级,37 优,
2019-11-23 周六,17°,1°,阴~小雨,东南风2级,37 优,
2019-11-24 周日,6°,0°,小雨,东北风2级,20 优,
2019-11-25 周一,10°,0°,阴,东南风1级,14 优,
2019-11-26 周二,12°,2°,小雨~阴,东南风1级,19 优,
2019-11-27 周三,9°,3°,阴,东南风1级,24 优,
2019-11-28 周四,10°,2°,阴,东南风1级,23 优,
2019-11-29 周五,9°,0°,阴~小雨,东南风1级,26 优,
2019-11-30 周六,4°,-2°,雨夹雪,东北风2级,22 优,
2019-10-01 周二,21°,15°,阵雨,西南风1级,14 优,
2019-10-02 周三,23°,14°,阴~小雨,东南风2级,22 优,
2019-10-03 周四,22°,15°,小雨,东南风1级,23 优,
2019-10-04 周五,18°,13°,小雨~多云,东北风1级,14 优,
2019-10-05 周六,17°,14°,阴~小雨,东南风1级,10 优,
2019-10-06 周日,18°,13°,小雨,东南风1级,10 优,
2019-10-07 周一,17°,11°,小雨,东南风1级,10 优,
2019-10-08 周二,17°,13°,阴,东南风1级,13 优,
2019-10-09 周三,18°,12°,小雨,东南风1级,11 优,
2019-10-10 周四,14°,10°,小雨,东北风1级,14 优,
2019-10-11 周五,18°,10°,多云~晴,东北风1级,16 优,
2019-10-12 周六,21°,11°,小雨~多云,东南风1级,16 优,
2019-10-13 周日,16°,9°,小雨,东北风1级,19 优,
2019-10-14 周一,16°,9°,小雨,东南风1级,15 优,
2019-10-15 周二,16°,7°,小雨,东南风1级,12 优,
2019-10-16 周三,19°,9°,小雨~多云,东北风1级,11 优,
2019-10-17 周四,23°,9°,晴~多云,西北风1级,16 优,
2019-10-18 周五,22°,10°,晴~多云,西南风1级,21 优,
2019-10-19 周六,20°,10°,多云~小雨,东南风2级,23 优,
2019-10-20 周日,17°,10°,小雨,东南风1级,24 优,
2019-10-21 周一,17°,11°,小雨,东南风1级,21 优,
2019-10-22 周二,17°,10°,小雨,东南风1级,16 优,
2019-10-23 周三,20°,9°,小雨~阴,东南风1级,17 优,
2019-10-24 周四,12°,6°,小雨,东北风2级,13 优,
2019-10-25 周五,10°,7°,小雨~晴,东北风1级,10 优,
2019-10-26 周六,13°,7°,小雨,东北风1级,12 优,
2019-10-27 周日,14°,5°,小雨~多云,东北风1级,18 优,
2019-10-28 周一,19°,4°,晴,西南风2级,22 优,
2019-10-29 周二,22°,7°,晴,西南风1级,23 优,
2019-10-30 周三,17°,9°,多云~小雨,东南风2级,28 优,
2019-10-31 周四,16°,8°,阴,东南风1级,28 优,
2019-09-01 周日,23°,16°,多云~阵雨,东风1级,18 优,
2019-09-02 周一,22°,16°,阵雨,东南风1级,18 优,
2019-09-03 周二,22°,16°,阵雨,东南风1级,17 优,
2019-09-04 周三,26°,16°,阵雨~阴,东南风1级,16 优,
2019-09-05 周四,24°,17°,阵雨,东南风1级,16 优,
2019-09-06 周五,25°,17°,阵雨,东南风1级,18 优,
2019-09-07 周六,28°,18°,阵雨,东南风1级,19 优,
2019-09-08 周日,26°,18°,阵雨,东南风1级,15 优,
2019-09-09 周一,27°,18°,阵雨,东北风1级,12 优,
2019-09-10 周二,25°,18°,阵雨,东南风1级,8 优,
2019-09-11 周三,25°,18°,阵雨,东南风1级,12 优,
2019-09-12 周四,23°,14°,阵雨~中雨,东南风2级,14 优,
2019-09-13 周五,18°,14°,阵雨,东北风1级,12 优,
2019-09-14 周六,19°,14°,小雨,东北风1级,12 优,
2019-09-15 周日,19°,14°,阵雨,东北风1级,12 优,
2019-09-16 周一,19°,14°,阵雨,东南风1级,14 优,
2019-09-17 周二,15°,14°,阵雨,东北风1级,10 优,
2019-09-18 周三,18°,13°,阵雨,东南风1级,13 优,
2019-09-19 周四,17°,12°,阵雨,东北风1级,12 优,
2019-09-20 周五,22°,11°,晴,东北风1级,14 优,
2019-09-21 周六,22°,12°,多云,东南风1级,17 优,
2019-09-22 周日,22°,12°,多云~阵雨,东南风1级,19 优,
2019-09-23 周一,19°,11°,阵雨,东风1级,20 优,
2019-09-24 周二,15°,11°,阵雨,东北风1级,20 优,
2019-09-25 周三,21°,10°,阵雨~多云,西南风1级,17 优,
2019-09-26 周四,23°,11°,晴~多云,西南风1级,20 优,
2019-09-27 周五,23°,11°,晴~多云,西南风2级,23 优,
2019-09-28 周六,22°,11°,晴~多云,西南风2级,22 优,
2019-09-29 周日,25°,12°,晴~多云,西南风2级,26 优,
2019-09-30 周一,25°,14°,多云~阴,东南风2级,29 优,
2019-08-01 周四,19°,13°,阵雨,东南风2级,14 优,
2019-08-02 周五,25°,17°,阵雨~中雨,西南风1级,14 优,
2019-08-03 周六,32°,17°,阵雨~多云,东南风2级,13 优,
2019-08-04 周日,23°,18°,晴~阵雨,东南风1级,13 优,
2019-08-05 周一,25°,18°,中雨~阵雨,西北风1级,13 优,
2019-08-06 周二,28°,16°,阵雨~晴,西北风2级,13 优,
2019-08-07 周三,30°,17°,晴~多云,东南风2级,14 优,
2019-08-08 周四,28°,18°,晴~阵雨,西北风1级,14 优,
2019-08-09 周五,27°,16°,阵雨~晴,西北风1级,10 优,
2019-08-10 周六,30°,16°,阵雨~晴,西北风1级,13 优,
2019-08-11 周日,34°,16°,晴,西北风2级,17 优,
2019-08-12 周一,31°,17°,晴,东南风2级,17 优,
2019-08-13 周二,27°,15°,阵雨,西北风1级,19 优,
2019-08-14 周三,34°,15°,晴,西北风2级,18 优,
2019-08-15 周四,34°,17°,晴,西南风1级,17 优,
2019-08-16 周五,34°,19°,晴~阵雨,东南风2级,22 优,
2019-08-17 周六,26°,18°,阵雨,东南风1级,22 优,
2019-08-18 周日,27°,20°,阵雨,东南风1级,24 优,
2019-08-19 周一,24°,19°,阵雨,东南风2级,22 优,
2019-08-20 周二,24°,17°,中雨~小雨,东北风1级,20 优,
2019-08-21 周三,26°,18°,阵雨,东南风1级,14 优,
2019-08-22 周四,24°,18°,阵雨,东南风1级,17 优,
2019-08-23 周五,28°,18°,多云~阴,东南风2级,17 优,
2019-08-24 周六,27°,19°,阵雨,东南风2级,21 优,
2019-08-25 周日,25°,17°,阵雨,东南风1级,25 优,
2019-08-26 周一,26°,17°,阵雨,东北风1级,22 优,
2019-08-27 周二,26°,17°,多云~阵雨,东北风1级,14 优,
2019-08-28 周三,25°,16°,阵雨~晴,东北风1级,14 优,
2019-08-29 周四,22°,14°,多云~阵雨,东南风1级,15 优,
2019-08-30 周五,23°,15°,阵雨,东南风2级,17 优,
2019-08-31 周六,24°,15°,阵雨,东南风1级,16 优,
2019-07-01 周一,27°,17°,晴~多云,东南风2级,18 优,
2019-07-02 周二,23°,16°,阵雨~阴,东南风1级,19 优,
2019-07-03 周三,24°,16°,阵雨~中雨,东南风1级,19 优,
2019-07-04 周四,27°,16°,阵雨~晴,东北风2级,13 优,
2019-07-05 周五,30°,17°,晴,东南风2级,16 优,
2019-07-06 周六,25°,14°,阵雨,东南风2级,21 优,
2019-07-07 周日,24°,16°,阵雨,东南风1级,19 优,
2019-07-08 周一,26°,16°,阵雨~小雨,东北风1级,13 优,
2019-07-09 周二,24°,15°,阵雨,东北风1级,13 优,
2019-07-10 周三,23°,16°,阵雨,东南风2级,15 优,
2019-07-11 周四,18°,15°,中雨~多云,东北风1级,15 优,
2019-07-12 周五,24°,16°,阵雨~晴,东北风1级,12 优,
2019-07-13 周六,30°,17°,晴~阵雨,东南风2级,13 优,
2019-07-14 周日,26°,17°,阵雨,东南风1级,17 优,
2019-07-15 周一,24°,16°,阵雨,东南风1级,16 优,
2019-07-16 周二,22°,18°,阵雨,东北风1级,12 优,
2019-07-17 周三,24°,19°,阵雨,东北风1级,12 优,
2019-07-18 周四,25°,19°,阵雨,东北风1级,11 优,
2019-07-19 周五,25°,18°,阵雨,东北风1级,13 优,
2019-07-20 周六,27°,18°,阵雨~晴,东南风2级,11 优,
2019-07-21 周日,30°,19°,阵雨~大雨,东南风1级,14 优,
2019-07-22 周一,23°,18°,阵雨~晴,东北风1级,13 优,
2019-07-23 周二,31°,18°,晴,东南风1级,15 优,
2019-07-24 周三,33°,17°,阵雨~晴,西北风1级,16 优,
2019-07-25 周四,32°,17°,晴~多云,西南风2级,15 优,
2019-07-26 周五,32°,17°,晴~多云,西南风2级,17 优,
2019-07-27 周六,32°,20°,阵雨,东南风2级,17 优,
2019-07-28 周日,28°,21°,阵雨,东南风2级,17 优,
2019-07-29 周一,25°,18°,中雨~晴,东北风1级,10 优,
2019-07-30 周二,31°,16°,晴~多云,东南风2级,11 优,
2019-07-31 周三,33°,17°,晴~阵雨,东南风2级,13 优,
2019-06-01 周六,28°,11°,晴,西北风2级,21 优,
2019-06-02 周日,30°,12°,阵雨~晴,西南风2级,24 优,
2019-06-03 周一,31°,15°,晴~多云,西南风2级,24 优,
2019-06-04 周二,25°,13°,阵雨,东南风2级,29 优,
2019-06-05 周三,25°,13°,晴,西北风2级,16 优,
2019-06-06 周四,28°,14°,阵雨~晴,东南风2级,17 优,
2019-06-07 周五,23°,14°,阵雨,东南风2级,20 优,
2019-06-08 周六,26°,15°,阵雨,东北风1级,22 优,
2019-06-09 周日,24°,15°,阵雨~多云,东南风1级,20 优,
2019-06-10 周一,24°,15°,阵雨,东风2级,19 优,
2019-06-11 周二,23°,15°,阵雨,东南风1级,14 优,
2019-06-12 周三,27°,15°,晴~多云,西北风2级,12 优,
2019-06-13 周四,31°,18°,多云~阵雨,东南风2级,16 优,
2019-06-14 周五,24°,17°,阵雨,东南风1级,18 优,
2019-06-15 周六,20°,16°,阵雨,东南风1级,12 优,
2019-06-16 周日,23°,15°,阵雨,东南风1级,13 优,
2019-06-17 周一,22°,16°,阵雨,东南风1级,14 优,
2019-06-18 周二,23°,16°,阴~小雨,东南风1级,14 优,
2019-06-19 周三,24°,18°,阵雨,东南风2级,13 优,
2019-06-20 周四,28°,19°,阵雨,东南风1级,13 优,
2019-06-21 周五,26°,18°,阵雨,东南风1级,10 优,
2019-06-22 周六,26°,17°,阵雨,东北风1级,8 优,
2019-06-23 周日,23°,18°,阵雨,东南风1级,14 优,
2019-06-24 周一,22°,18°,阵雨,东南风1级,14 优,
2019-06-25 周二,27°,18°,阵雨,东南风1级,15 优,
2019-06-26 周三,21°,15°,阵雨,东南风2级,17 优,
2019-06-27 周四,19°,16°,阵雨,东北风2级,12 优,
2019-06-28 周五,21°,15°,阵雨~晴,东北风1级,9 优,
2019-06-29 周六,26°,15°,晴,东北风1级,14 优,
2019-06-30 周日,27°,16°,阵雨~晴,东南风1级,17 优,
2019-05-01 周三,19°,12°,小雨,东南风2级,25 优,
2019-05-02 周四,17°,13°,阴~小雨,东南风2级,22 优,
2019-05-03 周五,20°,13°,小雨,东南风2级,24 优,
2019-05-04 周六,20°,13°,小雨,东南风2级,22 优,
2019-05-05 周日,17°,12°,小雨~中雨,东南风2级,21 优,
2019-05-06 周一,14°,10°,中雨,东南风2级,11 优,
2019-05-07 周二,11°,8°,小雨,东南风1级,9 优,
2019-05-08 周三,21°,10°,晴~小雨,东南风2级,11 优,
2019-05-09 周四,20°,9°,小雨,东北风1级,14 优,
2019-05-10 周五,20°,10°,小雨,东北风2级,22 优,
2019-05-11 周六,24°,12°,晴~多云,东南风1级,25 优,
2019-05-12 周日,20°,10°,小雨~晴,东北风2级,39 优,
2019-05-13 周一,19°,12°,晴~小雨,东南风1级,52 良,
2019-05-14 周二,24°,12°,小雨~晴,东南风2级,35 优,
2019-05-15 周三,23°,13°,小雨,东北风2级,30 优,
2019-05-16 周四,21°,13°,小雨~多云,东南风1级,29 优,
2019-05-17 周五,25°,13°,小雨,东南风2级,22 优,
2019-05-18 周六,22°,11°,小雨,东北风2级,23 优,
2019-05-19 周日,17°,11°,中雨~小雨,东北风2级,32 优,
2019-05-20 周一,19°,10°,小雨,东南风1级,23 优,
2019-05-21 周二,25°,11°,晴,东北风2级,21 优,
2019-05-22 周三,24°,14°,晴~多云,东南风2级,24 优,
2019-05-23 周四,26°,14°,多云,东南风2级,28 优,
2019-05-24 周五,29°,14°,小雨~晴,东南风2级,29 优,
2019-05-25 周六,28°,14°,小雨,东南风2级,31 优,
2019-05-26 周日,20°,11°,晴~小雨,东北风2级,30 优,
2019-05-27 周一,18°,11°,小雨,东北风2级,24 优,
2019-05-28 周二,19°,13°,阴~小雨,东北风2级,13 优,
2019-05-29 周三,17°,13°,小雨,东北风2级,13 优,
2019-05-30 周四,22°,11°,小雨~晴,东北风2级,16 优,
2019-05-31 周五,22°,11°,小雨,东北风1级,21 优,
2019-04-01 周一,20°,8°,小雨,东南风2级,26 优,
2019-04-02 周二,13°,6°,晴~小雨,东北风2级,23 优,
2019-04-03 周三,16°,6°,阴~晴,东南风1级,21 优,
2019-04-04 周四,19°,7°,晴,东北风2级,20 优,
2019-04-05 周五,22°,6°,晴,西北风1级,26 优,
2019-04-06 周六,26°,8°,晴,西南风2级,28 优,
2019-04-07 周日,28°,11°,晴,西南风2级,31 优,
2019-04-08 周一,25°,11°,晴,东南风1级,30 优,
2019-04-09 周二,26°,11°,晴~小雨,东南风2级,20 优,
2019-04-10 周三,22°,10°,小雨~多云,东北风1级,20 优,
2019-04-11 周四,18°,9°,多云~小雨,东南风2级,17 优,
2019-04-12 周五,19°,11°,小雨,东南风2级,22 优,
2019-04-13 周六,16°,8°,小雨,东风2级,20 优,
2019-04-14 周日,19°,10°,多云,东南风2级,18 优,
2019-04-15 周一,21°,10°,小雨~多云,西北风2级,18 优,
2019-04-16 周二,26°,12°,晴~多云,西南风2级,21 优,
2019-04-17 周三,25°,14°,小雨~晴,西南风2级,22 优,
2019-04-18 周四,30°,15°,晴~小雨,东南风2级,27 优,
2019-04-19 周五,22°,13°,小雨,东南风2级,31 优,
2019-04-20 周六,22°,12°,阵雨~多云,东北风2级,23 优,
2019-04-21 周日,18°,10°,小雨~晴,东南风1级,16 优,
2019-04-22 周一,25°,13°,小雨~晴,东北风1级,21 优,
2019-04-23 周二,27°,13°,晴,西南风1级,25 优,
2019-04-24 周三,29°,13°,小雨~晴,西北风2级,30 优,
2019-04-25 周四,30°,15°,小雨~多云,西南风2级,31 优,
2019-04-26 周五,25°,16°,小雨,东南风2级,31 优,
2019-04-27 周六,21°,11°,小雨,东南风2级,25 优,
2019-04-28 周日,22°,14°,小雨~晴,东北风2级,16 优,
2019-04-29 周一,20°,11°,小雨,东北风2级,15 优,
2019-04-30 周二,15°,11°,多云~小雨,东南风1级,17 优,
2019-03-01 周五,8°,2°,小雨~晴,东南风2级,31 优,
2019-03-02 周六,11°,0°,晴,西北风2级,20 优,
2019-03-03 周日,15°,3°,晴,西南风2级,26 优,
2019-03-04 周一,13°,-1°,阴,东北风2级,31 优,
2019-03-05 周二,11°,3°,多云~小雨,东北风2级,32 优,
2019-03-06 周三,11°,3°,小雨,东南风2级,29 优,
2019-03-07 周四,8°,3°,小雨,东南风2级,28 优,
2019-03-08 周五,9°,3°,小雨~晴,东南风2级,29 优,
2019-03-09 周六,12°,2°,小雨~晴,东南风1级,31 优,
2019-03-10 周日,12°,2°,晴~多云,西南风1级,30 优,
2019-03-11 周一,14°,3°,晴~多云,西北风2级,31 优,
2019-03-12 周二,13°,6°,多云~小雨,东南风2级,35 优,
2019-03-13 周三,12°,4°,多云~小雨,东北风2级,33 优,
2019-03-14 周四,12°,4°,多云~小雨,东南风1级,24 优,
2019-03-15 周五,11°,4°,小雨~多云,东南风2级,27 优,
2019-03-16 周六,11°,7°,小雨,东北风2级,26 优,
2019-03-17 周日,14°,3°,多云~晴,西南风2级,25 优,
2019-03-18 周一,18°,6°,晴~多云,西南风2级,27 优,
2019-03-19 周二,21°,9°,晴,西南风2级,35 优,
2019-03-20 周三,18°,6°,多云~小雨,东南风2级,34 优,
2019-03-21 周四,9°,4°,小雨,东北风2级,26 优,
2019-03-22 周五,11°,2°,小雨,东风2级,23 优,
2019-03-23 周六,11°,4°,小雨~晴,东南风2级,21 优,
2019-03-24 周日,11°,2°,晴,西北风1级,21 优,
2019-03-25 周一,17°,5°,晴,西南风2级,25 优,
2019-03-26 周二,18°,8°,晴~小雨,东南风2级,30 优,
2019-03-27 周三,17°,4°,小雨~晴,东北风2级,33 优,
2019-03-28 周四,18°,4°,晴,西南风2级,30 优,
2019-03-29 周五,22°,7°,晴~阴,西北风2级,30 优,
2019-03-30 周六,15°,6°,晴,东南风2级,27 优,
2019-03-31 周日,18°,7°,多云~晴,东南风1级,22 优,
2019-02-01 周五,13°,2°,晴,西南风2级,38 优,
2019-02-02 周六,10°,0°,晴,西南风2级,40 优,
2019-02-03 周日,5°,-2°,晴,东北风2级,30 优,
2019-02-04 周一,11°,0°,晴,西北风2级,34 优,
2019-02-05 周二,12°,2°,晴,西北风3级,64 良,
2019-02-06 周三,12°,2°,晴~多云,东北风2级,46 优,
2019-02-07 周四,11°,2°,晴~多云,西南风2级,39 优,
2019-02-08 周五,11°,4°,小雨,东南风2级,43 优,
2019-02-09 周六,5°,0°,小雨~雨夹雪,东南风2级,32 优,
2019-02-10 周日,6°,0°,小雨~晴,东北风1级,28 优,
2019-02-11 周一,12°,1°,晴,西南风2级,35 优,
2019-02-12 周二,10°,2°,晴~小雨,东南风2级,37 优,
2019-02-13 周三,14°,0°,晴,西南风2级,39 优,
2019-02-14 周四,8°,1°,多云~阴,东南风1级,37 优,
2019-02-15 周五,7°,0°,小雨,东南风2级,33 优,
2019-02-16 周六,7°,1°,阴~小雨,东南风2级,32 优,
2019-02-17 周日,4°,0°,小雨~雨夹雪,东南风2级,32 优,
2019-02-18 周一,3°,-3°,晴,西北风2级,31 优,
2019-02-19 周二,8°,0°,晴,东南风2级,42 优,
2019-02-20 周三,-3°,-11°,小雨~多云,东南风2级,44 优,
2019-02-21 周四,10°,0°,晴,西北风1级,41 优,
2019-02-22 周五,10°,2°,晴~小雨,东南风1级,49 优,
2019-02-23 周六,8°,2°,小雨~阴,东南风2级,48 优,
2019-02-24 周日,8°,2°,多云~小雨,东南风2级,39 优,
2019-02-25 周一,7°,3°,小雨,东南风2级,37 优,
2019-02-26 周二,7°,2°,小雨,东北风2级,33 优,
2019-02-27 周三,8°,0°,多云,东南风1级,31 优,
2019-02-28 周四,9°,3°,阴~小雨,东南风2级,34 优,
2019-01-01 周二,4°,-5°,晴,东南风1级,48 优,
2019-01-02 周三,12°,-2°,晴,西南风2级,50 优,
2019-01-03 周四,6°,-1°,晴,东南风2级,39 优,
2019-01-04 周五,3°,-3°,晴,东南风2级,49 优,
2019-01-05 周六,9°,-4°,晴,西南风2级,62 良,
2019-01-06 周日,5°,-1°,晴,东南风1级,73 良,
2019-01-07 周一,4°,-2°,晴~多云,东北风1级,65 良,
2019-01-08 周二,5°,-1°,多云,东南风2级,55 良,
2019-01-09 周三,7°,-1°,晴,西南风1级,59 良,
2019-01-10 周四,3°,-4°,小雪,东风1级,60 良,
2019-01-11 周五,9°,-2°,晴,西南风2级,64 良,
2019-01-12 周六,8°,-3°,晴,东南风1级,58 良,
2019-01-13 周日,8°,-1°,晴,东南风2级,72 良,
2019-01-14 周一,5°,-2°,雨夹雪,东北风2级,61 良,
2019-01-15 周二,7°,-5°,晴,东北风1级,41 优,
2019-01-16 周三,10°,-4°,晴,西南风2级,38 优,
2019-01-17 周四,9°,-1°,晴,西南风2级,49 优,
2019-01-18 周五,5°,-2°,晴,东北风2级,52 良,
2019-01-19 周六,6°,-1°,晴~多云,东北风1级,48 优,
2019-01-20 周日,4°,-5°,阴~晴,东北风2级,45 优,
2019-01-21 周一,7°,-5°,晴,西北风1级,37 优,
2019-01-22 周二,10°,-2°,晴,西南风1级,45 优,
2019-01-23 周三,11°,-1°,晴,西南风1级,53 良,
2019-01-24 周四,8°,0°,晴~多云,东南风1级,68 良,
2019-01-25 周五,4°,0°,晴~阴,东南风2级,62 良,
2019-01-26 周六,9°,3°,多云~小雨,东南风2级,63 良,
2019-01-27 周日,5°,1°,小雨~雨夹雪,东南风2级,55 良,
2019-01-28 周一,5°,2°,阴~小雨,东北风2级,42 优,
2019-01-29 周二,6°,1°,小雨,东南风2级,48 优,
2019-01-30 周三,6°,-2°,小雨~多云,东北风1级,44 优,
2019-01-31 周四,7°,-1°,多云,东南风1级,35 优,
2018-12-01 周六,11°,0°,晴,西南风1级,60 良,
2018-12-02 周日,13°,3°,小雨,东南风2级,59 良,
2018-12-03 周一,12°,0°,晴~多云,西南风2级,112 轻度,
2018-12-04 周二,11°,2°,晴,西南风2级,97 良,
2018-12-05 周三,8°,0°,多云~阴,西南风1级,88 良,
2018-12-06 周四,4°,-1°,小雨,东南风2级,56 良,
2018-12-07 周五,0°,-2°,雨夹雪,东南风2级,39 优,
2018-12-08 周六,5°,-2°,阴~多云,东南风1级,24 优,
2018-12-09 周日,7°,-1°,晴,西南风1级,25 优,
2018-12-10 周一,5°,-1°,多云~雨夹雪,东北风1级,36 优,
2018-12-11 周二,5°,-2°,多云~晴,东南风2级,41 优,
2018-12-12 周三,5°,-2°,晴,东南风2级,45 优,
2018-12-13 周四,7°,-1°,晴,东南风1级,47 优,
2018-12-14 周五,8°,0°,晴~多云,东南风1级,46 优,
2018-12-15 周六,7°,-2°,晴,东北风1级,48 优,
2018-12-16 周日,12°,-4°,晴,西南风2级,48 优,
2018-12-17 周一,14°,-1°,晴,西南风2级,60 良,
2018-12-18 周二,15°,1°,晴,西南风2级,67 良,
2018-12-19 周三,13°,0°,晴,西南风2级,69 良,
2018-12-20 周四,13°,0°,晴~多云,西南风2级,73 良,
2018-12-21 周五,7°,0°,晴,东南风2级,59 良,
2018-12-22 周六,9°,-1°,晴~阴,西北风2级,39 优,
2018-12-23 周日,3°,-1°,阴~多云,东南风1级,38 优,
2018-12-24 周一,9°,0°,多云,东南风1级,40 优,
2018-12-25 周二,7°,0°,阴,东南风2级,41 优,
2018-12-26 周三,9°,0°,多云~雨夹雪,东南风1级,40 优,
2018-12-27 周四,5°,0°,小雨~雨夹雪,东南风2级,39 优,
2018-12-28 周五,2°,-3°,雨夹雪,东北风2级,39 优,
2018-12-29 周六,3°,-6°,小雨~晴,东南风1级,43 优,
2018-12-30 周日,7°,-6°,晴,西南风2级,46 优,
2018-12-31 周一,5°,-4°,晴,西南风2级,40 优,
2018-11-01 周四,21°,5°,晴~多云,无持续风向微风,37 优,
2018-11-02 周五,18°,8°,小雨,无持续风向微风,40 优,
2018-11-03 周六,15°,8°,小雨,无持续风向微风,37 优,
